slug,decoded_slug,primary_business_name,primary_platform,enterprise_active,hydreight_active,both_active,enterprise_business_name,hydreight_business_name,enterprise_status,hydreight_status,enterprise_page_title,hydreight_page_title,enterprise_url,hydreight_url,tested_at
MzY3,367,Drip Protocol - mobile IV therapy,Hydreight,False,True,False,,Drip Protocol - mobile IV therapy,ERROR_PAGE,ACTIVE,undefined,Drip Protocol - mobile IV therapy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MzY3,https://booking.hydreight.com/b/MzY3,2025-06-28T21:55:08.632279
MzY4,368,Precision Telemed,Enterprise,True,True,True,Precision Telemed,IV Infusion Solutions,ACTIVE,ACTIVE,Precision Telemed,IV Infusion Solutions,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/MzY4,https://booking.hydreight.com/b/MzY4,2025-06-28T21:55:21.991648
Mzcw,370,Akshay Health Center,Enterprise,True,False,False,Akshay Health Center,,ACTIVE,ERROR_PAGE,Akshay Health Center,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Mzcw,https://booking.hydreight.com/b/Mzcw,2025-06-28T21:55:48.195274
Mzgx,381,Wellspring Concierge Nurses,Hydreight,False,True,False,,Wellspring Concierge Nurses,ERROR_PAGE,ACTIVE,undefined,Wellspring Concierge Nurses,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Mzgx,https://booking.hydreight.com/b/Mzgx,2025-06-28T21:58:13.565389
Mzgz,383,Twin Peaks Wellness,Hydreight,False,True,False,,Twin Peaks Wellness,ERROR_PAGE,ACTIVE,undefined,Twin Peaks Wellness,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Mzgz,https://booking.hydreight.com/b/Mzgz,2025-06-28T21:58:37.655674
Mzk1,395,Posh Partners,Hydreight,False,True,False,,Posh Partners,ERROR_PAGE,ACTIVE,undefined,Posh Partners,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Mzk1,https://booking.hydreight.com/b/Mzk1,2025-06-28T22:01:19.983637
Mzk2,396,XiaoQing Yuan,Hydreight,False,True,False,,XiaoQing Yuan,ERROR_PAGE,ACTIVE,undefined,XiaoQing Yuan,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/Mzk2,https://booking.hydreight.com/b/Mzk2,2025-06-28T22:01:33.078679
NDA1,405,Trina Rakay,Hydreight,False,True,False,,Trina Rakay,ERROR_PAGE,ACTIVE,undefined,Trina Rakay,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDA1,https://booking.hydreight.com/b/NDA1,2025-06-28T22:03:27.501861
NDIw,420,VSDH ONE Wellness,Enterprise,True,False,False,VSDH ONE Wellness,,ACTIVE,ERROR_PAGE,VSDH ONE Wellness,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDIw,https://booking.hydreight.com/b/NDIw,2025-06-28T22:06:45.155376
NDIx,421,Simply Renewed,Hydreight,False,True,False,,Simply Renewed,ERROR_PAGE,ACTIVE,undefined,Simply Renewed,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDIx,https://booking.hydreight.com/b/NDIx,2025-06-28T22:06:58.332292
NDIz,423,THE DRIPBaR - Florida,Enterprise,True,False,False,THE DRIPBaR - Florida,,ACTIVE,ERROR_PAGE,THE DRIPBaR - Florida,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDIz,https://booking.hydreight.com/b/NDIz,2025-06-28T22:07:22.419307
NDI0,424,Hydrafacial at Home,Enterprise,True,False,False,Hydrafacial at Home,,ACTIVE,ERROR_PAGE,Hydrafacial at Home,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDI0,https://booking.hydreight.com/b/NDI0,2025-06-28T22:07:34.915450
NDI1,425,DRIPBaR Direct - Foxboro,Enterprise,True,True,True,DRIPBaR Direct - Foxboro,Coachella Valley IV Therapy LLC,ACTIVE,ACTIVE,DRIPBaR Direct - Foxboro,Coachella Valley IV Therapy LLC,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDI1,https://booking.hydreight.com/b/NDI1,2025-06-28T22:07:48.328386
NDI2,426,Oh My Olivia,Enterprise,True,False,False,Oh My Olivia,,ACTIVE,ERROR_PAGE,Oh My Olivia,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDI2,https://booking.hydreight.com/b/NDI2,2025-06-28T22:08:00.208744
NDI5,429,Wellspring Concierge Nurses2,Hydreight,False,True,False,,Wellspring Concierge Nurses2,ERROR_PAGE,ACTIVE,undefined,Wellspring Concierge Nurses2,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDI5,https://booking.hydreight.com/b/NDI5,2025-06-28T22:08:39.862524
NDM1,435,Elevation Hydration,Hydreight,False,True,False,,Elevation Hydration,ERROR_PAGE,ACTIVE,undefined,Elevation Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDM1,https://booking.hydreight.com/b/NDM1,2025-06-28T22:09:55.438270
NDQ5,449,Rejuvenation Station LLC,Hydreight,False,True,False,,Rejuvenation Station LLC,ERROR_PAGE,ACTIVE,undefined,Rejuvenation Station LLC,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDQ5,https://booking.hydreight.com/b/NDQ5,2025-06-28T22:13:05.911561
NDY3,467,Glo Hydration,Hydreight,False,True,False,,Glo Hydration,ERROR_PAGE,ACTIVE,undefined,Glo Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDY3,https://booking.hydreight.com/b/NDY3,2025-06-28T22:17:00.757602
NDc1,475,Alpha Fit And Rejuvenation,Hydreight,False,True,False,,Alpha Fit And Rejuvenation,ERROR_PAGE,ACTIVE,undefined,Alpha Fit And Rejuvenation,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDc1,https://booking.hydreight.com/b/NDc1,2025-06-28T22:18:47.474899
NDc3,477,Nuweigh Nutrition & Weight Loss,Enterprise,True,True,True,Nuweigh Nutrition & Weight Loss,Kayla Austin,ACTIVE,ACTIVE,Nuweigh Nutrition & Weight Loss,Kayla Austin,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDc3,https://booking.hydreight.com/b/NDc3,2025-06-28T22:19:15.940222
NDc4,478,DRIPBaR Direct- Hawaii,Enterprise,True,True,True,DRIPBaR Direct- Hawaii,InVigoration Hydration,ACTIVE,ACTIVE,DRIPBaR Direct- Hawaii,InVigoration Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDc4,https://booking.hydreight.com/b/NDc4,2025-06-28T22:19:31.170258
NDc5,479,DRIPBaR Direct - Rye,Enterprise,True,False,False,DRIPBaR Direct - Rye,,ACTIVE,ERROR_PAGE,DRIPBaR Direct - Rye,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDc5,https://booking.hydreight.com/b/NDc5,2025-06-28T22:19:42.895940
NDgw,480,DRIPBaR Direct - Clifton Park,Enterprise,True,False,False,DRIPBaR Direct - Clifton Park,,ACTIVE,ERROR_PAGE,DRIPBaR Direct - Clifton Park,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDgw,https://booking.hydreight.com/b/NDgw,2025-06-28T22:19:54.738239
NDgx,481,Dripbar Direct - Andover,Enterprise,True,False,False,Dripbar Direct - Andover,,ACTIVE,ERROR_PAGE,Dripbar Direct - Andover,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDgx,https://booking.hydreight.com/b/NDgx,2025-06-28T22:20:07.596651
NDgy,482,Dripbar Direct - Grand Rapids,Enterprise,True,False,False,Dripbar Direct - Grand Rapids,,ACTIVE,ERROR_PAGE,Dripbar Direct - Grand Rapids,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDgy,https://booking.hydreight.com/b/NDgy,2025-06-28T22:20:20.064157
NDgz,483,DRIPBaR Direct - Bedford,Enterprise,True,True,True,DRIPBaR Direct - Bedford,Peek A View Baby,ACTIVE,ACTIVE,DRIPBaR Direct - Bedford,Peek A View Baby,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDgz,https://booking.hydreight.com/b/NDgz,2025-06-28T22:20:31.494210
NDg0,484,The DRIPBaR Direct - Virginia Beach (VA),Enterprise,True,False,False,The DRIPBaR Direct - Virginia Beach (VA),,ACTIVE,ERROR_PAGE,The DRIPBaR Direct - Virginia Beach (VA),undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDg0,https://booking.hydreight.com/b/NDg0,2025-06-28T22:20:45.350782
NDg1,485,Dripbar Direct - Greensboro,Enterprise,True,False,False,Dripbar Direct - Greensboro,,ACTIVE,ERROR_PAGE,Dripbar Direct - Greensboro,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDg1,https://booking.hydreight.com/b/NDg1,2025-06-28T22:20:58.256530
NDg2,486,Dripbar Direct - Lee's Summit,Enterprise,True,False,False,Dripbar Direct - Lee's Summit,,ACTIVE,ERROR_PAGE,Dripbar Direct - Lee's Summit,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDg2,https://booking.hydreight.com/b/NDg2,2025-06-28T22:21:11.104035
NDg3,487,Dripbar Direct - Richmond,Enterprise,True,False,False,Dripbar Direct - Richmond,,ACTIVE,ERROR_PAGE,Dripbar Direct - Richmond,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDg3,https://booking.hydreight.com/b/NDg3,2025-06-28T22:21:23.977716
NDg4,488,Dripbar Direct - San Angelo,Enterprise,True,False,False,Dripbar Direct - San Angelo,,ACTIVE,ERROR_PAGE,Dripbar Direct - San Angelo,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDg4,https://booking.hydreight.com/b/NDg4,2025-06-28T22:21:36.552411
NDg5,489,Dripbar Direct - Statesboro,Enterprise,True,False,False,Dripbar Direct - Statesboro,,ACTIVE,ERROR_PAGE,Dripbar Direct - Statesboro,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDg5,https://booking.hydreight.com/b/NDg5,2025-06-28T22:21:49.446251
NDkw,490,Dripbar Direct - Alamo Ranch SATX,Enterprise,True,False,False,Dripbar Direct - Alamo Ranch SATX,,ACTIVE,ERROR_PAGE,Dripbar Direct - Alamo Ranch SATX,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDkw,https://booking.hydreight.com/b/NDkw,2025-06-28T22:22:01.907590
NDkx,491,Dripbar Direct - Bowling Green,Enterprise,True,False,False,Dripbar Direct - Bowling Green,,ACTIVE,ERROR_PAGE,Dripbar Direct - Bowling Green,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDkx,https://booking.hydreight.com/b/NDkx,2025-06-28T22:22:15.758531
NDky,492,Dripbar Direct - Hammond,Enterprise,True,False,False,Dripbar Direct - Hammond,,ACTIVE,ERROR_PAGE,Dripbar Direct - Hammond,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDky,https://booking.hydreight.com/b/NDky,2025-06-28T22:22:28.643054
NDkz,493,Optimal Lean Life,Enterprise,True,False,False,Optimal Lean Life,,ACTIVE,ERROR_PAGE,Optimal Lean Life,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDkz,https://booking.hydreight.com/b/NDkz,2025-06-28T22:22:40.392547
NDk2,496,Desert IV Hydration,Hydreight,False,True,False,,Desert IV Hydration,ERROR_PAGE,ACTIVE,undefined,Desert IV Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NDk2,https://booking.hydreight.com/b/NDk2,2025-06-28T22:23:18.862990
NTEw,510,Rescue Nurse IV,Hydreight,False,True,False,,Rescue Nurse IV,ERROR_PAGE,ACTIVE,undefined,Rescue Nurse IV,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTEw,https://booking.hydreight.com/b/NTEw,2025-06-28T22:26:23.341778
NTEx,511,"LAS IV Therapy, LLC",Hydreight,False,True,False,,"LAS IV Therapy, LLC",ERROR_PAGE,ACTIVE,undefined,"LAS IV Therapy, LLC",https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTEx,https://booking.hydreight.com/b/NTEx,2025-06-28T22:26:35.983048
NTEy,512,IV Fusion & Wellness of Augusta,Hydreight,False,True,False,,IV Fusion & Wellness of Augusta,ERROR_PAGE,ACTIVE,undefined,IV Fusion & Wellness of Augusta,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTEy,https://booking.hydreight.com/b/NTEy,2025-06-28T22:26:50.215831
NTE0,514,Ocean Bay Aesthetics,Hydreight,False,True,False,,Ocean Bay Aesthetics,ERROR_PAGE,ACTIVE,undefined,Ocean Bay Aesthetics,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTE0,https://booking.hydreight.com/b/NTE0,2025-06-28T22:27:17.597353
NTIw,520,Beauty & Wellness IV Clinic,Hydreight,False,True,False,,Beauty & Wellness IV Clinic,ERROR_PAGE,ACTIVE,undefined,Beauty & Wellness IV Clinic,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTIw,https://booking.hydreight.com/b/NTIw,2025-06-28T22:28:34.840776
NTI2,526,Vitality of Treasure Valley,Hydreight,False,True,False,,Vitality of Treasure Valley,ERROR_PAGE,ACTIVE,undefined,Vitality of Treasure Valley,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTI2,https://booking.hydreight.com/b/NTI2,2025-06-28T22:29:58.538497
NTMx,531,Imani’s Heavenly Care Coral Springs,Hydreight,False,True,False,,Imani’s Heavenly Care Coral Springs,ERROR_PAGE,ACTIVE,undefined,Imani’s Heavenly Care Coral Springs,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTMx,https://booking.hydreight.com/b/NTMx,2025-06-28T22:31:05.065034
NTM4,538,State 48 Hydrate,Hydreight,False,True,False,,State 48 Hydrate,ERROR_PAGE,ACTIVE,undefined,State 48 Hydrate,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTM4,https://booking.hydreight.com/b/NTM4,2025-06-28T22:32:36.528976
NTQw,540,Drip Hydration,Hydreight,False,True,False,,Drip Hydration,ERROR_PAGE,ACTIVE,undefined,Drip Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTQw,https://booking.hydreight.com/b/NTQw,2025-06-28T22:33:03.137769
NTQx,541,TWO H20 IV Therapy,Hydreight,False,True,False,,TWO H20 IV Therapy,ERROR_PAGE,ACTIVE,undefined,TWO H20 IV Therapy,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTQx,https://booking.hydreight.com/b/NTQx,2025-06-28T22:33:16.686506
NTQy,542,Integrated Functional Health,Hydreight,False,True,False,,Integrated Functional Health,ERROR_PAGE,ACTIVE,undefined,Integrated Functional Health,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTQy,https://booking.hydreight.com/b/NTQy,2025-06-28T22:33:29.539699
NTQz,543,Dripbar Direct - Portsmouth,Enterprise,True,False,False,Dripbar Direct - Portsmouth,,ACTIVE,ERROR_PAGE,Dripbar Direct - Portsmouth,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTQz,https://booking.hydreight.com/b/NTQz,2025-06-28T22:33:42.948419
NTQ0,544,The DRIPBaR Direct - Scranton (PA),Enterprise,True,True,True,The DRIPBaR Direct - Scranton (PA),Lindsay Grimes,ACTIVE,ACTIVE,The DRIPBaR Direct - Scranton (PA),Lindsay Grimes,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTQ0,https://booking.hydreight.com/b/NTQ0,2025-06-28T22:34:00.138364
NTQ1,545,Long island IV vitamin drip llc,Enterprise,True,False,False,Long island IV vitamin drip llc,,ACTIVE,ERROR_PAGE,Long island IV vitamin drip llc,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTQ1,https://booking.hydreight.com/b/NTQ1,2025-06-28T22:34:18.007729
NTQ2,546,Dripbar Direct - Royal Palm Beach,Enterprise,True,False,False,Dripbar Direct - Royal Palm Beach,,ACTIVE,ERROR_PAGE,Dripbar Direct - Royal Palm Beach,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTQ2,https://booking.hydreight.com/b/NTQ2,2025-06-28T22:34:31.631345
NTQ3,547,Dripbar Direct - Delray,Enterprise,True,False,False,Dripbar Direct - Delray,,ACTIVE,ERROR_PAGE,Dripbar Direct - Delray,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTQ3,https://booking.hydreight.com/b/NTQ3,2025-06-28T22:34:43.318339
NTQ4,548,The DRIPBaR Direct - Beverly,Enterprise,True,True,True,The DRIPBaR Direct - Beverly,Set4LifeIV,ACTIVE,ACTIVE,The DRIPBaR Direct - Beverly,Set4LifeIV,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTQ4,https://booking.hydreight.com/b/NTQ4,2025-06-28T22:34:56.747521
NTQ5,549,Dripbar Direct - Lubbock,Enterprise,True,False,False,Dripbar Direct - Lubbock,,ACTIVE,ERROR_PAGE,Dripbar Direct - Lubbock,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTQ5,https://booking.hydreight.com/b/NTQ5,2025-06-28T22:35:09.301222
NTUw,550,The DRIPBaR Direct - Mooresville (NC),Enterprise,True,False,False,The DRIPBaR Direct - Mooresville (NC),,ACTIVE,ERROR_PAGE,The DRIPBaR Direct - Mooresville (NC),undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTUw,https://booking.hydreight.com/b/NTUw,2025-06-28T22:35:23.137643
NTUx,551,Dripbar Direct - Atlanta,Enterprise,True,False,False,Dripbar Direct - Atlanta,,ACTIVE,ERROR_PAGE,Dripbar Direct - Atlanta,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTUx,https://booking.hydreight.com/b/NTUx,2025-06-28T22:35:36.978670
NTUy,552,Dripbar Direct - Greenville,Enterprise,True,True,True,Dripbar Direct - Greenville,"Instant Vitality Mobile IV and Aesthetics, LLC",ACTIVE,ACTIVE,Dripbar Direct - Greenville,"Instant Vitality Mobile IV and Aesthetics, LLC",https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTUy,https://booking.hydreight.com/b/NTUy,2025-06-28T22:35:52.089193
NTUz,553,Dripbar Direct - Grand Forks,Enterprise,True,True,True,Dripbar Direct - Grand Forks,Lush IV Hydration,ACTIVE,ACTIVE,Dripbar Direct - Grand Forks,Lush IV Hydration,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTUz,https://booking.hydreight.com/b/NTUz,2025-06-28T22:36:06.892670
NTU0,554,Dripbar Direct - Fairfield,Enterprise,True,True,True,Dripbar Direct - Fairfield,Arie Wellness LLC,ACTIVE,ACTIVE,Dripbar Direct - Fairfield,Arie Wellness LLC,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTU0,https://booking.hydreight.com/b/NTU0,2025-06-28T22:36:18.607085
NTU1,555,Dripbar Direct - Northville,Enterprise,True,False,False,Dripbar Direct - Northville,,ACTIVE,ERROR_PAGE,Dripbar Direct - Northville,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTU1,https://booking.hydreight.com/b/NTU1,2025-06-28T22:36:31.945611
NTU2,556,The DRIPBaR Direct - Edwardsville Glen Carbon,Enterprise,True,True,True,The DRIPBaR Direct - Edwardsville Glen Carbon,Mary Robinson,ACTIVE,ACTIVE,The DRIPBaR Direct - Edwardsville Glen Carbon,Mary Robinson,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTU2,https://booking.hydreight.com/b/NTU2,2025-06-28T22:36:47.034263
NTU3,557,Dripbar Direct - Cumming,Enterprise,True,False,False,Dripbar Direct - Cumming,,ACTIVE,ERROR_PAGE,Dripbar Direct - Cumming,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTU3,https://booking.hydreight.com/b/NTU3,2025-06-28T22:37:02.374684
NTU4,558,Dripbar Direct - Newport,Enterprise,True,False,False,Dripbar Direct - Newport,,ACTIVE,ERROR_PAGE,Dripbar Direct - Newport,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTU4,https://booking.hydreight.com/b/NTU4,2025-06-28T22:37:16.784593
NTU5,559,Dripbar Direct - Naples,Enterprise,True,True,True,Dripbar Direct - Naples,The Skin Twin RNs,ACTIVE,ACTIVE,Dripbar Direct - Naples,The Skin Twin RNs,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTU5,https://booking.hydreight.com/b/NTU5,2025-06-28T22:37:29.991598
NTYw,560,Dripbar Direct - Midlothian,Enterprise,True,False,False,Dripbar Direct - Midlothian,,ACTIVE,ERROR_PAGE,Dripbar Direct - Midlothian,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTYw,https://booking.hydreight.com/b/NTYw,2025-06-28T22:37:43.129702
NTYx,561,test ksh,Enterprise,True,False,False,test ksh,,ACTIVE,ERROR_PAGE,test ksh,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTYx,https://booking.hydreight.com/b/NTYx,2025-06-28T22:37:59.804803
NTYy,562,YouNique Medical,Enterprise,True,True,True,YouNique Medical,Wellness In Motion,ACTIVE,ACTIVE,YouNique Medical,Wellness In Motion,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTYy,https://booking.hydreight.com/b/NTYy,2025-06-28T22:38:15.362861
NTYz,563,Dripbar Direct - Fort Lauderdale,Enterprise,True,False,False,Dripbar Direct - Fort Lauderdale,,ACTIVE,ERROR_PAGE,Dripbar Direct - Fort Lauderdale,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTYz,https://booking.hydreight.com/b/NTYz,2025-06-28T22:38:33.546206
NTY0,564,Dripbar Direct - Largo,Enterprise,True,False,False,Dripbar Direct - Largo,,ACTIVE,ERROR_PAGE,Dripbar Direct - Largo,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTY0,https://booking.hydreight.com/b/NTY0,2025-06-28T22:38:48.155928
NTY1,565,Dripbar Direct - North Miami,Enterprise,True,True,True,Dripbar Direct - North Miami,Kimberly Beasley,ACTIVE,ACTIVE,Dripbar Direct - North Miami,Kimberly Beasley,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTY1,https://booking.hydreight.com/b/NTY1,2025-06-28T22:39:01.740379
NTY2,566,Dripbar Direct - Garden City,Enterprise,True,False,False,Dripbar Direct - Garden City,,ACTIVE,ERROR_PAGE,Dripbar Direct - Garden City,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTY2,https://booking.hydreight.com/b/NTY2,2025-06-28T22:39:18.482840
NTY3,567,Dripbar Direct - Brielle,Enterprise,True,False,False,Dripbar Direct - Brielle,,ACTIVE,ERROR_PAGE,Dripbar Direct - Brielle,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTY3,https://booking.hydreight.com/b/NTY3,2025-06-28T22:39:30.946216
NTY4,568,Dripbar Direct - Owasso,Enterprise,True,False,False,Dripbar Direct - Owasso,,ACTIVE,ERROR_PAGE,Dripbar Direct - Owasso,undefined,https://vsdigital-bookingwidget-prod.azurewebsites.net/b/NTY4,https://booking.hydreight.com/b/NTY4,2025-06-28T22:39:42.802298
